iter	MultiClass
456	0.07763726908
457	0.07746140839
458	0.07730359329
459	0.07714696205
460	0.07694640166
461	0.07662864043
462	0.0764776799
463	0.07617173156
464	0.07600501741
465	0.07587573126
466	0.07572132082
467	0.07535677199
468	0.07503610696
469	0.07468315495
470	0.07454056129
471	0.07432880142
472	0.0741837668
473	0.07403289374
474	0.07383663041
475	0.07362844888
476	0.0734067764
477	0.07325070917
478	0.07305609185
479	0.07294073075
480	0.07279887474
481	0.07270870183
482	0.07252139118
483	0.07226473922
484	0.07206729019
485	0.07199550717
486	0.07181500085
487	0.07169899362
488	0.07155241396
489	0.07143987907
490	0.07120616698
491	0.07087491207
492	0.07064534176
493	0.07044772877
494	0.07032712907
495	0.07028115752
496	0.07014006637
497	0.070021096
498	0.06990895972
499	0.0697493076
500	0.0695935248
501	0.06943272176
502	0.06920709285
503	0.06907501184
504	0.06894597532
505	0.06887103267
506	0.06877154007
507	0.06860162238
508	0.06844741653
509	0.06826768373
510	0.06814421174
511	0.06808043048
512	0.06798460998
513	0.06785767251
514	0.0677395203
515	0.06750729502
516	0.0672904276
517	0.06716597567
518	0.06699988242
519	0.06685103376
520	0.06666506754
521	0.06652679485
522	0.0663509532
523	0.06629607373
524	0.06616881077
525	0.06597622329
526	0.06583269007
527	0.06570401087
528	0.06561918463
529	0.06550414667
530	0.06540534593
531	0.06526844788
532	0.06505422823
533	0.06493446793
534	0.06477646182
535	0.06465169102
536	0.064502482
537	0.06424812723
538	0.06405371752
539	0.06390479107
540	0.06376057462
541	0.06364169391
542	0.06340741576
543	0.06331785425
544	0.06320857635
545	0.06295198248
546	0.06284880059
547	0.06272732079
548	0.062514082
549	0.06236920879
550	0.06212330626
551	0.06200166474
552	0.06189155511
553	0.06180545727
554	0.06168257799
555	0.0614915493
556	0.06135658093
557	0.06126250954
558	0.06106480646
559	0.06092403814
560	0.06074775928
561	0.06062640258
562	0.06053617245
563	0.06046820801
564	0.06032079154
565	0.0601648699
566	0.06007488957
567	0.06001201117
568	0.0598593994
569	0.05969452824
570	0.05959498744
571	0.05938689857
572	0.05923088998
573	0.05914219748
574	0.05899403179
575	0.05887292678
576	0.05873555463
577	0.0586520659
578	0.05848469771
579	0.05836063632
580	0.05818388081
581	0.05801866376
582	0.05779594118
583	0.05770717625
584	0.05761346085
585	0.0574257701
586	0.0572426888
587	0.05708503371
588	0.05699926862
589	0.05683879773
590	0.05677954496
591	0.05659294349
592	0.05645698634
593	0.05634775001
594	0.0562660168
595	0.05615924665
596	0.05601828092
597	0.05592783831
598	0.0557879537
599	0.055690962
600	0.05557666762
601	0.05550331157
602	0.05541190163
603	0.05519984714
604	0.05512621364
605	0.05500534258
606	0.05494951961
607	0.05486718238
608	0.05475709607
609	0.05464795495
610	0.05459029846
611	0.05441937866
612	0.05429707598
613	0.05415032398
614	0.0540616358
615	0.05398415888
616	0.05385510353
617	0.05376911865
618	0.05366708797
619	0.05360044963
620	0.05349547639
621	0.05343904292
622	0.053282618
623	0.05313881915
624	0.05309062895
625	0.05303161204
626	0.05293794269
627	0.0528051412
628	0.05276485826
629	0.05260435001
630	0.0524438204
631	0.05234722485
632	0.05225386688
633	0.05214259318
634	0.05205769022
635	0.05200355285
636	0.05191561896
637	0.05179503179
638	0.05163610661
639	0.05159327024
640	0.05148166244
641	0.05136713384
642	0.05112668871
643	0.0509605437
644	0.05082776449
645	0.05074715274
646	0.05067776151
647	0.05062722119
648	0.05044070492
649	0.05036791024
650	0.05027506114
651	0.05022678612
652	0.05002316846
653	0.04990143454
654	0.04980335768
655	0.04972648262
656	0.0496469701
657	0.04952321775
658	0.04946858776
659	0.04938810948
660	0.04930249332
661	0.04918170641
662	0.04910237418
663	0.04895495443
664	0.04884007779
665	0.04876164586
666	0.04863292032
667	0.04853519945
668	0.04844959303
669	0.04831104161
670	0.04827918506
671	0.04820391274
672	0.04814112505
673	0.04803616859
674	0.04792112176
675	0.04786026944
676	0.04771949924
677	0.04760535636
678	0.04753759638
679	0.04743981636
680	0.04734372432
681	0.04720680554
682	0.04715267087
683	0.0470681776
684	0.04702990248
685	0.04695019417
686	0.0467718139
687	0.04665058125
688	0.04659113428
689	0.04647810994
690	0.04635783239
691	0.04626996078
692	0.04615569332
693	0.04608640193
694	0.0459717243
695	0.04588769643
696	0.04577454601
697	0.04568805113
698	0.04563127083
699	0.04552377624
700	0.04542632098
701	0.0453801499
702	0.04533338822
703	0.04527035249
704	0.04517696699
705	0.04507691109
706	0.04496944286
707	0.04491610508
708	0.04481948547
709	0.04474140249
710	0.04466092011
711	0.04456397579
712	0.04452517563
713	0.04438065874
714	0.04433005635
715	0.04424973521
716	0.04411409805
717	0.04399821525
718	0.04392118135
719	0.04386638164
720	0.04374264274
721	0.04370342
722	0.04361471239
723	0.04349167446
724	0.04345844501
725	0.04335195445
726	0.04315833233
727	0.0430570021
728	0.04302251279
729	0.0429163387
730	0.04283538096
731	0.04279335161
732	0.04265906595
733	0.04258965332
734	0.04253703999
735	0.04249923441
736	0.04242077376
737	0.04237136685
738	0.04227963441
739	0.04214946417
740	0.04199964549
741	0.04191089035
742	0.04182749274
743	0.04175432072
744	0.04167397782
745	0.04155799022
746	0.0414685412
747	0.04139836494
748	0.04133399169
749	0.04131426654
750	0.04126397981
751	0.04121805058
752	0.04114191619
753	0.04107126182
754	0.04097334183
755	0.04091934813
756	0.04086827461
757	0.04080908912
758	0.04074667633
759	0.04066284226
760	0.04060558524
761	0.04056809678
762	0.04051496803
763	0.04042780188
764	0.04036508695
765	0.04030341892
766	0.04024152801
767	0.0402012224
768	0.04014483358
769	0.04006890685
770	0.03998756623
771	0.03994122258
772	0.03989813108
773	0.03985580593
774	0.03980837321
775	0.03974098352
776	0.03966068463
777	0.03956230254
778	0.03951324083
779	0.03943015021
780	0.03934501321
781	0.03931773129
782	0.03926857737
783	0.03923427745
784	0.03919039692
785	0.03910197689
786	0.03903022382
787	0.038967262
788	0.03888481149
789	0.03886252921
790	0.03877250352
791	0.03870645993
792	0.03865873449
793	0.03861327289
794	0.03855625873
795	0.03852712329
796	0.03847298243
797	0.03840773965
798	0.03835073495
799	0.03831515042
800	0.03820923836
801	0.03816736169
802	0.03811692798
803	0.03803787992
804	0.03798150201
805	0.03784089224
806	0.0377954501
807	0.03773855385
808	0.03770038793
809	0.03762158029
810	0.03756824784
811	0.03749650307
812	0.03745632559
813	0.03738818911
814	0.03730892172
815	0.03725515271
816	0.03721629974
817	0.03716505219
818	0.03711115386
819	0.03703888118
820	0.03696892064
821	0.03691490997
822	0.03684872647
823	0.03678227198
824	0.03671349883
825	0.03666283783
826	0.03661045526
827	0.03655659131
828	0.03651648719
829	0.03641552851
830	0.03637056156
831	0.03632058335
832	0.03625077153
833	0.03619529449
834	0.03612446501
835	0.03607132592
836	0.03600594782
837	0.03591750884
838	0.0358429741
839	0.03570685788
840	0.03562372197
841	0.03558102761
842	0.0355443434
843	0.03550255236
844	0.03543120675
845	0.03535185127
846	0.03528799703
847	0.03525636243
848	0.03517883985
849	0.03514439135
850	0.03509792393
851	0.03504501121
852	0.03498816786
853	0.03491567132
854	0.03487232759
855	0.03483922116
856	0.03481653924
857	0.03473906068
858	0.03468672766
859	0.03459665674
860	0.03454703606
861	0.03449969609
862	0.03439512934
863	0.03437286471
864	0.03431866893
865	0.03425595788
866	0.0342324304
867	0.03418811924
868	0.03413748998
869	0.03408566696
870	0.03404220434
871	0.03399129625
872	0.03395728393
873	0.03393417782
874	0.03389562272
875	0.03385733234
876	0.0338014116
877	0.03373920322
878	0.03362288313
879	0.03356110944
880	0.03352185782
881	0.03343567262
882	0.03338422762
883	0.03334244759
884	0.03332106036
885	0.03329423853
886	0.03326795504
887	0.03323277709
888	0.03318955109
889	0.03302573066
890	0.03297731363
891	0.03295640261
892	0.03289962746
893	0.03284335741
894	0.03276789046
895	0.03271633829
896	0.03269239417
897	0.03267606195
898	0.0326576111
899	0.0326205066
900	0.03258819521
901	0.03253239603
902	0.03247990824
903	0.0324351223
904	0.03239304618
905	0.03233310806
906	0.03230060459
907	0.03226100236
908	0.03222343837
909	0.03216932819
910	0.03210239664
911	0.03204747363
912	0.03200888782
913	0.03199064623
914	0.03191693463
915	0.03183183889
916	0.03179692869
917	0.03176458635
918	0.03172497269
919	0.0316722622
920	0.0316492126
921	0.0316132669
922	0.03155264299
923	0.03150733979
924	0.0314725956
925	0.03144076632
926	0.03141115771
927	0.0313455493
928	0.03131338555
929	0.03123935104
930	0.03120014594
931	0.03117072956
932	0.03110957784
933	0.03107028583
934	0.03103692285
935	0.03098851823
936	0.03094258398
937	0.03087804068
938	0.03082776325
939	0.03078032169
940	0.03072397477
941	0.03067355752
942	0.03063485838
943	0.03059935392
944	0.03053588202
945	0.03049470701
946	0.03044221141
947	0.03041222927
948	0.03038208983
949	0.03036807427
950	0.03033878349
951	0.03029280112
952	0.03024740903
953	0.03018368199
954	0.03011880916
955	0.03008590728
956	0.03005264755
957	0.03000558681
958	0.02996573047
959	0.02994008137
960	0.02991856724
961	0.02988353037
962	0.02984490987
963	0.02979753396
964	0.02977626249
965	0.02973228942
966	0.02964720849
967	0.02962730369
968	0.02959746986
969	0.02955484496
970	0.02951844966
971	0.02948743758
972	0.02944185436
973	0.02941749089
974	0.02935881099
975	0.02931247512
976	0.02929614798
977	0.02924252505
978	0.02920979832
979	0.02918724748
980	0.02917632487
981	0.02915369362
982	0.02910083202
983	0.02905768627
984	0.02900709427
985	0.02895318759
986	0.02889277847
987	0.02881215736
988	0.02876954227
989	0.02871453875
990	0.02868656493
991	0.0286600277
992	0.02862346224
993	0.02856781433
994	0.02852214734
995	0.02850074102
996	0.02848657017
997	0.02844704183
998	0.02841498721
999	0.02838723434
