timestamp_open,timestamp_close,duration_sec,symbol,side,entry_price,exit_price,qty,notional_entry,pnl_usdt,pnl_pct,result,confidence,bucket,score,ev,regime,agreement,adx,atr,spread_bps,funding_rate,exit_reason,strategy_id
1777998803.862089,1777999236.2429092,432.380820274353,ENAUSDT,short,0.11123,0.0,89823.04859426929,9991.0177,0.0,0.0,FLAT,0.8866,0.75+,0.8602,0.00067,trend,3,0.0,0.00214357,0.9,0.0,tp1_full,v7_stats_collection_buckets_2026-05-05
1777998613.9193103,1777999842.8677154,1228.9484050273895,BASEDUSDT,short,0.0889,0.0,112739.57158962796,10022.5479,0.0,0.0,FLAT,0.797,0.75+,0.634,0.002016,chop,3,0.0,0.00195714,11.27,0.0,tp1_full,v7_stats_collection_buckets_2026-05-05
1777994286.348505,1778001463.5332355,7177.184730529785,BIOUSDT,short,0.0525,0.0,190585.0962454736,10005.7176,0.501334,0.005,WIN,0.6172,0.60-0.65,0.6433,0.001919,chop,3,0.0,0.00123643,1.91,0.0,stop_loss,v7_stats_collection_buckets_2026-05-05
1778001581.9822404,1778001670.5906532,88.60841274261475,ORDIUSDT,long,5.0170013,0.0,83.5,418.9196,0.0,0.0,FLAT,0.7808,0.75+,0.8437,-0.001275,trend,3,0.0,0.0875,1.91,0.0,tp1_full,v7_stats_collection_buckets_2026-05-05
1777999299.1373966,1778002368.3088205,3069.1714239120483,AXLUSDT,short,0.08053,0.0,124084.87405385284,9992.5549,0.0,0.0,FLAT,0.8782,0.75+,0.6988,-0.002788,breakout,3,0.0,0.00158643,1.24,0.0,tp1_full,v7_stats_collection_buckets_2026-05-05
1778001919.7402036,1778003196.5058272,1276.7656235694885,BASEDUSDT,short,0.0868,0.0,115473.44110854504,10023.0947,0.0,0.0,FLAT,0.7097,0.70-0.75,0.7338,0.000756,trend,3,0.0,0.00192143,11.57,0.0,stop_loss,v7_stats_collection_buckets_2026-05-05
1778002431.6983826,1778003758.0395508,1326.341168165207,AXLUSDT,short,0.07967,0.0,125376.12838515548,9988.7161,0.0,0.0,FLAT,0.8028,0.75+,0.6467,-0.003352,breakout,3,0.0,0.00154929,1.25,0.0,tp1_full,v7_stats_collection_buckets_2026-05-05
1778003304.3072088,1778004113.3556268,809.048418045044,JTOUSDT,short,0.356,0.0,28121.484814398198,10011.2486,0.0,0.0,FLAT,0.6433,0.60-0.65,0.7598,0.001212,trend,3,0.0,0.00564286,2.81,0.0,stop_loss,v7_stats_collection_buckets_2026-05-05
1778003898.821547,1778004931.327783,1032.506236076355,BASEDUSDT,short,0.0877,0.0,114155.25114155251,10011.4155,0.0,0.0,FLAT,0.563,0.55-0.60,0.5733,-0.003521,chop,3,0.0,0.00192143,11.42,0.0,stop_loss,v7_stats_collection_buckets_2026-05-05
1778001571.7483256,1778006603.4263818,5031.678056240082,BIOUSDT,short,0.05326,0.0,187758.1674802854,10000.0,0.0,0.0,FLAT,0.6179,0.60-0.65,0.6432,0.0031,chop,3,0.0,0.00127286,1.88,0.0,stop_loss,v7_stats_collection_buckets_2026-05-05
1778006137.3419693,1778006970.6891377,833.3471684455872,VIRTUALUSDT,short,0.811,0.0,12362.467548522685,10025.9612,0.0,0.0,FLAT,0.7756,0.75+,0.8347,0.001134,trend,3,0.0,0.01437143,1.24,0.0,stop_loss,v7_stats_collection_buckets_2026-05-05
1778008046.4552507,1778008250.9816937,204.52644300460815,TSTBSCUSDT,short,0.020217,0.0,494437.0,9996.0328,0.0,0.0,FLAT,0.0,<0.55,0.0,0.0,,0,0.0,8.087e-05,0.0,0.0,stop_loss,v7_stats_collection_buckets_2026-05-05
1778008046.4556358,1778008250.9835522,204.527916431427,BASEDUSDT,short,0.0893,0.0,111982.0,9999.9926,0.0,0.0,FLAT,0.0,<0.55,0.0,0.0,,0,0.0,0.0003572,0.0,0.0,stop_loss,v7_stats_collection_buckets_2026-05-05
1778008046.4563859,1778008250.9848566,204.5284707546234,DASHUSDT,long,45.57414066,0.0,438.15,19968.3097,0.0,0.0,FLAT,0.0,<0.55,0.0,0.0,,0,0.0,0.18229656,0.0,0.0,tp1_full,v7_stats_collection_buckets_2026-05-05
1778008046.4583478,1778008250.9862142,204.5278663635254,TONUSDT,long,1.81127254,0.0,55195.4,99973.9124,0.0,0.0,FLAT,0.0,<0.55,0.0,0.0,,0,0.0,0.00724509,0.0,0.0,tp1_full,v7_stats_collection_buckets_2026-05-05
1778008046.4586174,1778008250.9892242,204.53060674667358,ENAUSDT,short,0.1110545,0.0,90350.0,10033.7741,0.0,0.0,FLAT,0.0,<0.55,0.0,0.0,,0,0.0,0.00044422,0.0,0.0,stop_loss,v7_stats_collection_buckets_2026-05-05
1778008046.4594455,1778008250.9904552,204.53100967407227,PENGUUSDT,long,0.01138098,0.0,879730.0,10012.1895,0.0,0.0,FLAT,0.0,<0.55,0.0,0.0,,0,0.0,4.552e-05,0.0,0.0,tp1_full,v7_stats_collection_buckets_2026-05-05
1778008046.4599702,1778008250.9919374,204.53196716308594,ICPUSDT,long,2.50909367,0.0,76.0,190.6911,0.0,0.0,FLAT,0.0,<0.55,0.0,0.0,,0,0.0,0.01003637,0.0,0.0,tp1_full,v7_stats_collection_buckets_2026-05-05
1778008046.4609654,1778008250.9932606,204.53229522705078,CFGUSDT,short,0.25113412,0.0,118908.0,29861.8559,0.0,0.0,FLAT,0.0,<0.55,0.0,0.0,,0,0.0,0.00100454,0.0,0.0,stop_loss,v7_stats_collection_buckets_2026-05-05
