timestamp_open,timestamp_close,duration_sec,symbol,side,entry_price,exit_price,qty,notional_entry,pnl_usdt,pnl_pct,result,confidence,bucket,score,ev,regime,agreement,adx,atr,spread_bps,funding_rate,exit_reason,strategy_id
1778344821.8566055,1778346204.2200308,1382.3634252548218,ONDOUSDT,long,0.42159982,0.4223,118577.0,49992.0419,27.98829,0.056,WIN,0.7593,0.75+,0.6649,0.001078,chop,3,0.0,0.00978571,2.37,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778344840.1811967,1778346205.6944964,1365.513299703598,ONDOUSDT,long,0.42159982,0.4223,118577.0,49992.0419,27.98829,0.056,WIN,0.7593,0.75+,0.6638,0.001077,chop,3,0.0,0.00978571,2.37,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778344450.8268209,1778346206.8000243,1755.973203420639,ONDOUSDT,long,0.42159982,0.4223,118577.0,49992.0419,27.98829,0.056,WIN,0.0,<0.55,0.0,0.0,,0,0.0,0.0016876,0.0,0.0,tp1_full_pnl,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346222.0984848,1778346275.651368,53.55288314819336,COREUSDT,short,0.043985,0.04397,400000.0,17594.0,-6.67505,-0.0379,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.000176,0.0,0.0,tp1_full_pnl,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346220.1744928,1778346280.9752831,60.800790309906006,COREUSDT,short,0.043985,0.04397,400000.0,17594.0,-6.67505,-0.0379,LOSS,0.5531,0.55-0.60,0.482,-0.002303,chop,3,0.0,0.00165214,6.82,0.0,tp1_full_pnl,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346229.7374272,1778346282.6159203,52.87849307060242,COREUSDT,short,0.043985,0.04397,400000.0,17594.0,-6.67505,-0.0379,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.000176,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346233.0589726,1778346282.8037086,49.74473595619202,COREUSDT,short,0.043985,0.04397,400000.0,17594.0,-6.67505,-0.0379,LOSS,0.592,0.55-0.60,0.5027,-0.000427,chop,3,0.0,0.00165214,6.82,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346230.46107,1778346283.3657553,52.904685258865356,COREUSDT,short,0.043985,0.04397,400000.0,17594.0,-6.67505,-0.0379,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.000176,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346084.8319252,1778346289.4452362,204.6133110523224,NILUSDT,long,0.06572,0.06561,152160.0,9999.9552,11.569256,0.1157,WIN,0.0,<0.55,0.0,0.0,,0,0.0,0.00026288,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346223.1738906,1778346289.7344549,66.56056427955627,ONDOUSDT,long,0.4225,0.4223,23668.0,9999.73,27.98829,0.2799,WIN,0.0,<0.55,0.0,0.0,,0,0.0,0.00169,0.0,0.0,tp1_full_pnl,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346074.4500046,1778346293.621084,219.17107939720154,NILUSDT,long,0.06572,0.06561,152160.0,9999.9552,11.569256,0.1157,WIN,0.6173,0.60-0.65,0.5988,0.003876,chop,3,0.0,0.002205,1.52,0.0,tp1_full_pnl,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346218.7345421,1778346293.965148,75.23060584068298,ONDOUSDT,long,0.4225,0.4223,23668.0,9999.73,27.98829,0.2799,WIN,0.0,<0.55,0.0,0.0,,0,0.0,0.00169,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346074.6014128,1778346297.2574198,222.6560070514679,NILUSDT,long,0.06572,0.06598,152160.0,9999.9552,28.53989,0.2854,WIN,0.0,<0.55,0.0,0.0,,0,0.0,0.00026288,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346219.5104222,1778346297.5731294,78.06270718574524,ONDOUSDT,long,0.4225,0.4228,23668.0,9999.73,-3.903208,-0.039,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.00169,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346092.3141499,1778346298.1402755,205.82612562179565,NILUSDT,long,0.06572,0.06598,152160.0,9999.9552,28.53989,0.2854,WIN,0.0,<0.55,0.0,0.0,,0,0.0,0.00026288,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346213.5964692,1778346298.4713705,84.87490129470825,ONDOUSDT,long,0.4225,0.4228,23668.0,9999.73,-3.903208,-0.039,LOSS,0.5941,0.55-0.60,0.6211,0.000255,chop,3,0.0,0.00869286,2.37,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346101.2354066,1778346300.190819,198.9554123878479,NILUSDT,long,0.06572,0.06598,152160.0,9999.9552,28.53989,0.2854,WIN,0.0,<0.55,0.0,0.0,,0,0.0,0.00026288,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346215.347221,1778346300.4832573,85.13603639602661,ONDOUSDT,long,0.4225,0.4228,23668.0,9999.73,-3.903208,-0.039,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.00169,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346071.9701395,1778346349.7821627,277.8120231628418,AZTECUSDT,long,0.02386056,0.023972,5867180.0,139994.2004,86.46689,0.0618,WIN,0.5942,0.55-0.60,0.4873,-0.021969,chop,3,0.0,0.00057493,1.68,0.0,tp1_full_pnl,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346078.9029672,1778346353.8550897,274.9521224498749,AZTECUSDT,long,0.02386056,0.023972,2927180.0,69844.154,86.46689,0.1238,WIN,0.5942,0.55-0.60,0.5114,-0.017305,chop,3,0.0,0.00057493,0.84,0.0,tp1_full_pnl,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346221.3591278,1778346354.1080863,132.74895858764648,AZTECUSDT,long,0.02386056,0.023972,5867180.0,139994.2004,85.712805,0.0612,WIN,0.8277,0.75+,0.5357,-0.027166,chop,3,0.0,0.00057493,2.93,0.0,tp1_full_pnl,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346065.1154222,1778346354.712222,289.59679985046387,AZTECUSDT,long,0.02386056,0.023972,2927180.0,69844.154,85.712805,0.1227,WIN,0.5942,0.55-0.60,0.4836,-0.023978,chop,3,0.0,0.00057493,1.68,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778345688.3622444,1778346470.84252,782.4802756309509,ICPUSDT,long,3.57005183,3.574,30812.0,110000.437,0.489731,0.0004,WIN,0.7967,0.75+,0.6707,0.002354,chop,3,0.0,0.09228571,2.81,0.0,tp1_full_pnl,v8_stats_collection_percentage_tp_sl_2026-05-09
1778345593.68401,1778346471.31617,877.632159948349,ICPUSDT,long,3.57005183,3.574,30812.0,110000.437,0.489731,0.0004,WIN,0.7967,0.75+,0.6705,0.002358,chop,3,0.0,0.09228571,2.81,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778344823.246715,1778346474.7005413,1651.4538261890411,ICPUSDT,long,3.57005183,3.574,30812.0,110000.437,0.09378,0.0001,WIN,0.7829,0.75+,0.6629,0.002758,chop,3,0.0,0.09228571,2.8,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346374.7543862,1778346474.9842768,100.22989058494568,AZTECUSDT,long,0.023957,0.024108,417410.0,9999.8914,40.959817,0.4096,WIN,0.0,<0.55,0.0,0.0,,0,0.0,9.583e-05,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778344841.5161815,1778346476.0190244,1634.5028429031372,ICPUSDT,long,3.57005183,3.574,30812.0,110000.437,0.09378,0.0001,WIN,0.7829,0.75+,0.663,0.002771,chop,3,0.0,0.09228571,2.8,0.0,tp1_full_pnl,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346369.8617194,1778346476.3861902,106.52447080612183,AZTECUSDT,long,0.023957,0.024108,417410.0,9999.8914,40.959817,0.4096,WIN,0.7691,0.75+,0.4946,-0.017473,chop,3,0.0,0.00058093,3.34,0.0,tp1_full_pnl,v8_stats_collection_percentage_tp_sl_2026-05-09
1778345199.8970497,1778346477.1679125,1277.2708628177643,ICPUSDT,long,3.57005183,3.574,30812.0,110000.437,0.09378,0.0001,WIN,0.7967,0.75+,0.6632,0.002382,chop,3,0.0,0.09228571,2.81,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346377.911515,1778346477.5238066,99.61229157447815,AZTECUSDT,long,0.023957,0.024108,417410.0,9999.8914,40.959817,0.4096,WIN,0.0,<0.55,0.0,0.0,,0,0.0,9.583e-05,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346373.9498494,1778346483.4318278,109.48197841644287,AZTECUSDT,long,0.023957,0.024108,417410.0,9999.8914,40.959817,0.4096,WIN,0.0,<0.55,0.0,0.0,,0,0.0,9.583e-05,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346374.5494564,1778346487.103528,112.55407166481018,AZTECUSDT,long,0.023957,0.024108,417410.0,9999.8914,40.959817,0.4096,WIN,0.0,<0.55,0.0,0.0,,0,0.0,9.583e-05,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346365.3378267,1778346491.931172,126.59334516525269,ONDOUSDT,long,0.4226,0.4228,23657.0,9997.4482,-3.903208,-0.039,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.0016904,0.0,0.0,tp1_full_pnl,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346364.7829492,1778346495.0859866,130.30303740501404,ONDOUSDT,long,0.4226,0.4233,23657.0,9997.4482,5.553599,0.0556,WIN,0.636,0.60-0.65,0.6494,-0.000515,chop,3,0.0,0.00877857,2.37,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346375.6516328,1778346495.7642956,120.11266279220581,ONDOUSDT,long,0.4226,0.4233,23657.0,9997.4482,5.553599,0.0556,WIN,0.0,<0.55,0.0,0.0,,0,0.0,0.0016904,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346369.0920243,1778346496.385115,127.29309058189392,ONDOUSDT,long,0.4226,0.4233,23657.0,9997.4482,5.553599,0.0556,WIN,0.0,<0.55,0.0,0.0,,0,0.0,0.0016904,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346365.2402,1778346500.77368,135.53347992897034,ONDOUSDT,long,0.4226,0.4233,23657.0,9997.4482,5.553599,0.0556,WIN,0.0,<0.55,0.0,0.0,,0,0.0,0.0016904,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346530.1655917,1778346561.3569436,31.191351890563965,BASEDUSDT,short,0.09596,0.09599,208420.0,19999.9832,-50.230503,-0.2512,LOSS,0.8729,0.75+,0.7123,-0.001305,trend,3,0.0,0.00321571,2.08,0.0,tp1_full_pnl,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346532.7306483,1778346561.7763696,29.045721292495728,BASEDUSDT,short,0.09596,0.09599,208420.0,19999.9832,-50.230503,-0.2512,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.00038384,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346533.346806,1778346566.5443785,33.197572469711304,BASEDUSDT,short,0.09596,0.0959,120.0,11.5152,-0.018126,-0.1574,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.00038384,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346527.1464818,1778346566.759243,39.61276125907898,BASEDUSDT,short,0.09596,0.0959,120.0,11.5152,-0.018126,-0.1574,LOSS,0.8729,0.75+,0.7117,-0.001305,trend,3,0.0,0.00321571,2.08,0.0,tp1_full_pnl,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346532.0318422,1778346572.317222,40.2853798866272,BASEDUSDT,short,0.09596,0.0959,120.0,11.5152,-0.018126,-0.1574,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.00038384,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346592.6086707,1778346644.5992894,51.99061870574951,ONDOUSDT,long,0.424,0.4241,47168.0,19999.232,-17.284949,-0.0864,LOSS,0.5553,0.55-0.60,0.6124,-0.002539,chop,3,0.0,0.00884286,2.36,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346581.8446555,1778346645.7226207,63.877965211868286,ONDOUSDT,long,0.424,0.4241,47168.0,19999.232,-17.284949,-0.0864,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.0016964,0.0,0.0,tp1_full_pnl,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346590.8497565,1778346650.0842507,59.23449420928955,ONDOUSDT,long,0.424,0.4241,47168.0,19999.232,-17.284949,-0.0864,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.0016964,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346590.899999,1778346651.6283782,60.728379249572754,ONDOUSDT,long,0.424,0.4241,47168.0,19999.232,-17.284949,-0.0864,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.0016964,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346581.177367,1778346652.5253966,71.34802961349487,ONDOUSDT,long,0.424,0.4241,47168.0,19999.232,-17.284949,-0.0864,LOSS,0.5553,0.55-0.60,0.6213,-0.002544,chop,3,0.0,0.00884286,2.36,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346663.639443,1778346687.738688,24.099245071411133,ONDOUSDT,long,0.4241,0.4241,23579.0,9999.8539,-17.284949,-0.1729,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.0016964,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346661.520957,1778346689.5607119,28.03975486755371,ONDOUSDT,long,0.4241,0.4241,23579.0,9999.8539,-17.284949,-0.1729,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.0016964,0.0,0.0,tp1_full_pnl,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346660.1703196,1778346689.6615477,29.491228103637695,ONDOUSDT,long,0.4241,0.4241,23579.0,9999.8539,-17.284949,-0.1729,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.0016964,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346659.335733,1778346689.9813318,30.645598888397217,ONDOUSDT,long,0.4241,0.4241,23579.0,9999.8539,-17.284949,-0.1729,LOSS,0.5813,0.55-0.60,0.6324,-0.00255,chop,3,0.0,0.00885714,2.36,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346663.842466,1778346694.9851446,31.1426784992218,ONDOUSDT,long,0.4241,0.4244,23579.0,9999.8539,-3.93003,-0.0393,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.0016964,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346756.6463249,1778346774.3014321,17.655107259750366,ONDOUSDT,long,0.4244,0.4243,47146.0,20008.7624,-26.721646,-0.1335,LOSS,0.5802,0.55-0.60,0.6253,-0.002536,chop,3,0.0,0.00885714,2.36,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346753.553356,1778346783.3446841,29.791328191757202,ONDOUSDT,long,0.4244,0.4243,47146.0,20008.7624,-26.721646,-0.1335,LOSS,0.5802,0.55-0.60,0.6251,-0.002536,chop,3,0.0,0.00885714,2.36,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346760.5211153,1778346785.2000294,24.678914070129395,ONDOUSDT,long,0.4244,0.4243,47146.0,20008.7624,-26.721646,-0.1335,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.0016976,0.0,0.0,tp1_full_pnl,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346755.7826073,1778346789.9501593,34.16755199432373,ONDOUSDT,long,0.4244,0.4243,47146.0,20008.7624,-26.721646,-0.1335,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.0016976,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346759.0128782,1778346792.098588,33.08570981025696,ONDOUSDT,long,0.4244,0.4243,47146.0,20008.7624,-26.721646,-0.1335,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.0016976,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346843.1947093,1778347014.279632,171.08492279052734,ONDOUSDT,long,0.42383332,0.4239,70776.0,29997.2271,-28.280345,-0.0943,LOSS,0.5862,0.55-0.60,0.6197,-0.002541,chop,3,0.0,0.00885714,2.36,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346848.2162316,1778347014.6064746,166.39024305343628,ONDOUSDT,long,0.42383332,0.4239,70776.0,29997.2271,-28.280345,-0.0943,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.0016956,0.0,0.0,tp1_full_pnl,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346849.3680558,1778347014.7775247,165.40946888923645,ONDOUSDT,long,0.42383332,0.4239,70776.0,29997.2271,-28.280345,-0.0943,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.0016956,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346850.1334717,1778347017.3902533,167.25678157806396,ONDOUSDT,long,0.42383332,0.4239,70776.0,29997.2271,-28.280345,-0.0943,LOSS,0.5862,0.55-0.60,0.6295,-0.002549,chop,3,0.0,0.00885714,2.36,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778346850.246808,1778347018.074911,167.82810306549072,ONDOUSDT,long,0.42383332,0.4239,70776.0,29997.2271,-28.280345,-0.0943,LOSS,0.5862,0.55-0.60,0.6295,-0.002549,chop,3,0.0,0.00885714,2.36,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347122.1678295,1778347164.94376,42.775930404663086,NILUSDT,long,0.06603,0.0661,151584.0,10009.0915,-0.404957,-0.004,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.00026412,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347136.4939017,1778347167.14074,30.646838188171387,NILUSDT,long,0.06603,0.0661,151584.0,10009.0915,-0.404957,-0.004,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.00026412,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347126.7472398,1778347168.7844517,42.037211894989014,NILUSDT,long,0.06603,0.0661,151584.0,10009.0915,-0.404957,-0.004,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.00026412,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347119.9303992,1778347172.0197992,52.08940005302429,NILUSDT,long,0.06603,0.0661,151584.0,10009.0915,-0.404957,-0.004,LOSS,0.5575,0.55-0.60,0.5221,-0.001966,chop,3,0.0,0.00227357,1.52,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347125.658578,1778347172.4054348,46.746856927871704,NILUSDT,long,0.06603,0.0661,151584.0,10009.0915,-0.404957,-0.004,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.00026412,0.0,0.0,tp1_full_pnl,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347265.8695688,1778347298.3809135,32.51134467124939,ONDOUSDT,long,0.4244,0.0,23590.0,10011.596,0.0,0.0,FLAT,0.0,<0.55,0.0,0.0,,0,0.0,0.0016976,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347271.1836307,1778347300.566186,29.38255524635315,ONDOUSDT,long,0.4244,0.0,23590.0,10011.596,0.0,0.0,FLAT,0.0,<0.55,0.0,0.0,,0,0.0,0.0016976,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347260.8091629,1778347300.523222,39.71405911445618,ONDOUSDT,long,0.4244,0.0,23590.0,10011.596,0.0,0.0,FLAT,0.0,<0.55,0.0,0.0,,0,0.0,0.0016976,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347263.6224413,1778347307.3379178,43.715476512908936,ONDOUSDT,long,0.4244,0.4243,23590.0,10011.596,-13.370458,-0.1335,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.0016976,0.0,0.0,tp1_full_pnl,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347259.7729511,1778347308.856078,49.08312678337097,ONDOUSDT,long,0.4244,0.4243,23590.0,10011.596,-13.370458,-0.1335,LOSS,0.5862,0.55-0.60,0.6183,-0.002544,chop,3,0.0,0.00885714,2.36,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347261.5668228,1778347309.1411216,47.57429885864258,AIGENSYNUSDT,long,0.03821,0.0,181000.0,6916.01,0.0,0.0,FLAT,0.5767,0.55-0.60,0.7259,0.003086,trend,3,0.0,0.00103429,2.62,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347269.591515,1778347310.739983,41.148468017578125,AIGENSYNUSDT,long,0.03821,0.0,181000.0,6916.01,0.0,0.0,FLAT,0.0,<0.55,0.0,0.0,,0,0.0,0.00015284,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347271.183204,1778347310.955467,39.772263050079346,AIGENSYNUSDT,long,0.03821,0.0385921,181000.0,6916.01,60.472324,0.8744,WIN,0.0,<0.55,0.0,0.0,,0,0.0,0.00015284,0.0,0.0,tp1_full_pnl,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347265.8691518,1778347316.0360155,50.166863679885864,AIGENSYNUSDT,long,0.03821,0.03835,181000.0,6916.01,10.096904,0.146,WIN,0.0,<0.55,0.0,0.0,,0,0.0,0.00015284,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347263.6220465,1778347317.6885486,54.0665020942688,AIGENSYNUSDT,long,0.03821,0.03835,181000.0,6916.01,10.096904,0.146,WIN,0.0,<0.55,0.0,0.0,,0,0.0,0.00015284,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347109.6523154,1778347340.9617167,231.30940127372742,B3USDT,long,0.0014342,0.0,27902200.0,40017.3352,-11.00954,-0.0275,LOSS,0.9385,0.75+,0.7538,-0.001827,trend,3,0.0,4.158e-05,1.4,0.0,tp1_full_pnl,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347115.8167892,1778347341.5622425,225.74545335769653,B3USDT,long,0.0014342,0.0,27902200.0,40017.3352,-9.566731,-0.0239,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,5.73e-06,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347265.340281,1778347341.5844977,76.24421668052673,B3USDT,long,0.0014342,0.0,27902200.0,40017.3352,1.442809,0.0036,WIN,0.9383,0.75+,0.6967,-0.000939,trend,3,0.0,4.158e-05,3.49,0.0,tp1_full_pnl,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347122.3660452,1778347342.6328437,220.26679849624634,B3USDT,long,0.0014342,0.0,27902200.0,40017.3352,-2.619323,-0.0065,LOSS,0.9385,0.75+,0.7445,-0.002026,trend,3,0.0,4.158e-05,1.4,0.0,tp1_full_pnl,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347109.4010577,1778347343.007607,233.6065492630005,B3USDT,long,0.0014342,0.0,27902200.0,40017.3352,-11.00954,-0.0275,LOSS,0.9385,0.75+,0.7453,-0.002026,trend,3,0.0,4.158e-05,1.4,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347369.8173542,1778347602.4171524,232.59979820251465,AIGENSYNUSDT,long,0.03834333,0.03795,362000.0,13880.2855,-86.383336,-0.6223,LOSS,0.5587,0.55-0.60,0.6564,0.001936,trend,3,0.0,0.00104714,5.22,0.0,stop_loss,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347365.8589666,1778347602.730479,236.8715124130249,AIGENSYNUSDT,long,0.03834333,0.03795,362000.0,13880.2855,-86.383336,-0.6223,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.00015332,0.0,0.0,stop_loss,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347365.721275,1778347603.409684,237.68840885162354,AIGENSYNUSDT,long,0.03834333,0.03795,362000.0,13880.2855,-86.383336,-0.6223,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.00015332,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347361.4455926,1778347604.3049648,242.85937213897705,AIGENSYNUSDT,long,0.03834333,0.03791,362000.0,13880.2855,-93.615372,-0.6744,LOSS,0.5587,0.55-0.60,0.6837,0.001989,trend,3,0.0,0.00104714,2.61,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347368.6582758,1778347608.3691657,239.71088981628418,AIGENSYNUSDT,long,0.03834333,0.03791,362000.0,13880.2855,-93.615372,-0.6744,LOSS,0.5587,0.55-0.60,0.7157,0.002465,trend,3,0.0,0.00104714,2.61,0.0,stop_loss,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347658.1047046,1778347793.0909913,134.98628664016724,NILUSDT,long,0.06581,0.0664681,152021.0,10004.502,87.478834,0.8744,WIN,0.0,<0.55,0.0,0.0,,0,0.0,0.00026324,0.0,0.0,tp1_full_pnl,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347655.7990646,1778347793.2493706,137.4503059387207,NILUSDT,long,0.06581,0.0,152021.0,10004.502,0.0,0.0,FLAT,0.0,<0.55,0.0,0.0,,0,0.0,0.00026324,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347661.1362777,1778347797.000362,135.8640842437744,NILUSDT,long,0.06581,0.06588,152021.0,10004.502,-0.369335,-0.0037,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.00026324,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347654.5831158,1778347797.5261571,142.94304132461548,NILUSDT,long,0.06581,0.06588,152021.0,10004.502,-0.369335,-0.0037,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.00026324,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347653.6582148,1778347798.0136266,144.3554117679596,NILUSDT,long,0.06581,0.06588,152021.0,10004.502,-0.369335,-0.0037,LOSS,0.5999,0.55-0.60,0.5998,0.004072,chop,3,0.0,0.00227357,1.52,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347943.5811527,1778347972.8481548,29.26700210571289,ONDOUSDT,long,0.42885002,0.0,46652.0,20006.7111,-5.49861,-0.0275,LOSS,0.5896,0.55-0.60,0.618,0.001007,chop,3,0.0,0.00912143,2.33,0.0,tp1_full_pnl,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347950.0842793,1778347973.26441,23.18013072013855,ONDOUSDT,long,0.42885002,0.0,46652.0,20006.7111,0.0,0.0,FLAT,0.0,<0.55,0.0,0.0,,0,0.0,0.0017154,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347947.9075248,1778347975.0712762,27.163751363754272,ONDOUSDT,long,0.42885002,0.4288,46652.0,20006.7111,-24.339799,-0.1217,LOSS,0.6398,0.60-0.65,0.6431,0.001007,chop,3,0.0,0.00919286,2.33,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347946.0816352,1778347975.705217,29.623581647872925,ONDOUSDT,long,0.42885002,0.4288,46652.0,20006.7111,-24.339799,-0.1217,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.0017156,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
1778347949.123802,1778347981.1717587,32.047956705093384,ONDOUSDT,long,0.42885002,0.4288,46652.0,20006.7111,-24.339799,-0.1217,LOSS,0.0,<0.55,0.0,0.0,,0,0.0,0.0017156,0.0,0.0,,v8_stats_collection_percentage_tp_sl_2026-05-09
